name,nation,foldered,rank,role,mainArm,main_arm_diameter,purchase_type,is_premium,is_reserve,br_ab,br_rb,br_sb,repair_ab,repair_rb,repair_sb,sl_mod_ab,sl_mod_rb,sl_mod_sb,rp_mod_ab,rp_mod_rb,rp_mod_sb,main_reload_base,main_reload_upgraded,forward_ab,forward_rbsb,reverse_ab,reverse_rbsb,stabilizer,can_float,smoke_grenade,ess,night_vision,revers_gear,rangefinder,dozer,autoloader,era_armor,thermal_vision,laser_rangefinder,hydro_suspension,composite_armor,lwr
M1A1 Click-Bait,USA,False,7,Medium,M256 (120mm),120,Pack,True,False,11.3,11.3,11.3,3506,3375,4194,300,380,420,488,488,488,6.5,5,76,69,43,39,True,False,True,True,True,False,False,False,False,False,True,True,False,True,False
CCVL,USA,False,7,Light,105mm M68A1 cannon,105,Market,False,False,9.7,10,10,3474,3355,4503,140,170,220,232,232,232,5,5,78,70,17,15,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
M60 AMBT,USA,False,7,Medium,M256 (120mm),120,Market,False,False,10,10,10,4444,4284,5227,150,200,250,232,232,232,8.7,6.7,65,58,16,15,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
LOSAT,USA,False,7,Tank destroyer,LOSAT/MGM-166 ATGM,162,Market,False,False,10.3,10.3,10.3,4497,4864,6367,160,210,250,238,238,238,19.5,15,75,69,16,15,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
AGS,USA,False,7,Light,105mm M68A1 cannon,105,Market,False,False,11,11,11,3579,3415,4548,140,170,220,232,232,232,5,5,81,73,17,16,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
Merkava Mk.3D (USA),USA,False,7,Medium,IMI MG251 (120mm),120,Market,False,False,11,11,11,3817,3755,4416,150,200,230,238,238,238,7.8,6,67,60,29,26,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True
M1A2 Abrams,USA,True,8,Medium,120mm M256 cannon,120,Tech Tree,False,False,11.7,11.7,11.7,4401,4274,5413,150,190,210,250,250,250,6.5,5,76,69,43,39,True,False,True,True,True,False,False,False,False,False,True,True,False,True,False
M1A2 SEP,USA,True,8,Medium,120mm M256 cannon,120,Tech Tree,False,False,11.7,11.7,11.7,4291,4159,5264,160,200,210,256,256,256,6.5,5,76,69,43,39,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
M1A2 SEP V2,USA,False,8,Medium,120mm M256 cannon,120,Tech Tree,False,False,11.7,11.7,11.7,4291,4159,5264,160,200,210,256,256,256,6.5,5,76,69,43,39,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
ADATS,USA,False,8,Tank destroyer,M242 (25mm),25,Tech Tree,False,False,11.7,11.7,11.7,5680,4812,5088,150,150,140,250,250,250,0.3,0.2,72,66,16,14,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
Pz.35(t),Germany,False,1,Light,KwK34(t) (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,4.3,3.3,38,34,38,34,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pz.38(t) A,Germany,False,1,Light,KwK38(t) (37mm),37,Tech Tree,False,False,1.3,1.3,1.3,100,96,112,10,10,20,100,100,100,4.3,3.3,47,43,7,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.38(t) F,Germany,True,1,Light,KwK38(t) (37mm),37,Tech Tree,False,False,2,2.3,2.3,161,183,251,10,20,20,100,100,100,4.3,3.3,47,43,7,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.38(t) n.A.,Germany,True,1,Light,KwK38(t) (37mm),37,Tech Tree,False,False,2.3,2.3,2.3,257,294,368,20,20,20,106,106,106,4.3,3.3,68,61,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III E,Germany,True,1,Medium,KwK36 (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,3.7,2.9,79,71,14,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III B,Germany,True,1,Medium,KwK36 (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,3.7,2.9,40,36,7,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III F,Germany,False,1,Medium,KwK L/42 (50mm),50,Tech Tree,False,False,1.3,1.3,1.3,189,193,240,10,20,30,100,100,100,5.2,4,79,71,14,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III J,Germany,False,1,Medium,KwK L/42 (50mm),50,Tech Tree,False,False,2.3,2.3,2.3,300,320,385,20,30,30,106,106,106,5.2,4,60,54,12,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV C,Germany,False,1,Medium,KwK37 (75mm),75,Tech Tree,False,False,1.3,1.3,1.3,126,105,114,10,10,20,100,100,100,4.3,3.3,48,43,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.II C,Germany,True,1,Light,KwK30 (20mm),20,Tech Tree,False,False,1.3,1.3,1.3,179,182,214,10,20,20,100,100,100,7.8,6,49,44,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.II F,Germany,True,1,Light,KwK38 (20mm),20,Tech Tree,False,False,2,1.7,1.7,249,283,344,20,30,30,106,106,106,7.8,6,49,44,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV E,Germany,True,1,Medium,KwK37 (75mm),75,Tech Tree,False,False,2.3,2,2,300,318,386,20,30,30,106,106,106,4.3,3.3,48,43,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV F1,Germany,True,1,Medium,KwK37 (75mm),75,Tech Tree,False,False,2.3,2,2,300,318,386,20,30,30,106,106,106,4.3,3.3,48,43,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Flakpanzer I,Germany,True,1,SPAA,20mm FlaK38 cannon,20,Tech Tree,False,False,1.3,1.3,1.3,102,90,139,10,10,20,100,100,100,3.9,3,34,31,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flakpanzer 38,Germany,True,1,SPAA,20mm FlaK38 cannon,20,Tech Tree,False,False,2,1.7,1.7,222,186,262,20,20,20,100,100,100,3.9,3,46,43,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.222,Germany,False,1,SPAA,KwK38 (20mm),20,Tech Tree,False,False,1.7,2,2,198,190,263,20,20,20,100,100,100,7.8,6,98,91,17,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz. 6/2,Germany,False,1,SPAA,37mm FlaK36 cannon,37,Tech Tree,False,False,2.3,1.7,1.7,337,274,391,20,30,30,106,106,106,0.5,0.4,55,50,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15cm sIG 33 B Sfl,Germany,True,1,Tank destroyer,S.I.G.33 (150mm),150,Tech Tree,False,False,1,1,1,90,112,126,10,20,20,100,100,100,14.4,11.1,49,46,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.221 (s.Pz.B.41),Germany,True,1,Light,S.Pz.B.41 (28/20mm),20,Tech Tree,False,False,1,1,1,170,194,223,10,20,20,100,100,100,3.9,3,89,80,17,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Panzerjager I,Germany,True,1,Tank destroyer,Pak.(t)(Sf.) (47mm),47,Tech Tree,False,False,1.3,1.3,1.3,200,219,253,20,20,30,100,100,100,3.9,3,46,43,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.251/9,Germany,True,1,Tank destroyer,K51 L/24 (75mm),75,Tech Tree,False,False,1.3,1.3,1.3,289,321,379,20,40,40,106,106,106,4.3,3.3,57,53,12,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marder III,Germany,True,1,Tank destroyer,PaK36 (r) (76mm),76,Tech Tree,False,False,2.3,2.3,2.3,300,330,408,20,30,40,106,106,106,6.5,5,47,43,7,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
StuG III A,Germany,True,1,Tank destroyer,StuK37 (75mm),75,Tech Tree,False,False,2.3,2.3,2.3,300,330,408,20,30,40,106,106,106,4.3,3.3,47,43,11,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.II C TD,Germany,False,1,Light,KwK30 (20mm),20,Gift,False,False,1.7,1.3,1.3,105,96,112,10,10,20,100,100,100,7.8,6,49,44,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.II C (DAK),Germany,False,1,Light,KwK30 (20mm),20,GE,True,False,1.7,1.3,1.3,328,174,74,40,40,40,150,150,150,7.8,6,49,44,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nb.Fz.,Germany,False,1,Medium,KwK37 (75mm),75,GE,True,False,1.3,1.3,1.3,809,269,313,80,80,120,224,224,224,4.3,3.3,34,31,5,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz. 140/1,Germany,False,1,Light,KwK38 (20mm),20,Pack,True,False,1.7,2,2,410,300,299,40,40,40,200,200,200,7.8,6,65,59,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.251/10,Germany,False,1,Tank destroyer,PaK L/45 (37mm),37,Market,True,False,1,1,1,325,140,163,40,60,60,200,200,200,3.5,2.7,57,53,12,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.234/1,Germany,False,1,Light,KwK38 (20mm),20,Market,True,False,2,2,2,438,300,299,40,40,40,200,200,200,7.8,6,100,90,100,90,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Sd.Kfz.234/3,Germany,False,1,Tank destroyer,K51 L/24 (75mm),75,Market,True,False,2,2,2,405,140,172,40,40,60,200,200,200,4.3,3.3,98,90,98,90,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pz.Sp.Wg.P204(f) KwK,Germany,False,1,Light,50mm KwK L/42 cannon,50,Gift,True,False,2,2,2,121,130,146,20,40,40,200,200,200,5.2,4,80,72,47,43,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Sd.Kfz.234/2,Germany,False,2,Light,KwK39 (50mm),50,Tech Tree,False,False,2.7,3.3,3.3,559,656,800,40,60,70,124,124,124,4.8,3.7,100,90,100,90,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Dicker Max,Germany,False,2,Tank destroyer,K.18 (105mm),105,Tech Tree,False,False,4,3.7,3.7,915,1075,1306,60,90,110,130,130,130,13,10,31,28,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III J1,Germany,False,2,Medium,KwK39 (50mm),50,Tech Tree,False,False,2.7,2.7,2.7,390,430,517,30,40,40,112,112,112,4.8,3.7,60,54,12,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III L,Germany,True,2,Medium,KwK39 (50mm),50,Tech Tree,False,False,3,3,3,714,806,990,50,60,70,124,124,124,4.8,3.7,60,54,12,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III M,Germany,True,2,Medium,KwK39 (50mm),50,Tech Tree,False,False,3.3,3.3,3.3,825,947,1178,50,80,90,130,130,130,4.8,3.7,60,54,12,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV F2,Germany,True,2,Medium,75mm KwK40 L43 cannon,75,Tech Tree,False,False,3.3,3.3,3.3,482,550,697,30,50,60,118,118,118,7.6,5.9,48,43,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV G,Germany,True,2,Medium,75mm KwK40 L43 cannon,75,Tech Tree,False,False,3.7,3.3,3.3,638,732,907,40,60,80,124,124,124,7.6,5.9,45,40,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV H,Germany,True,2,Medium,75mm KwK40 L48 cannon,75,Tech Tree,False,False,4,3.7,3.7,639,757,964,40,70,80,124,124,124,7.6,5.9,43,39,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV J,Germany,True,2,Medium,75mm KwK40 L48 cannon,75,Tech Tree,False,False,4,3.7,3.7,743,877,1104,50,80,90,130,130,130,7.6,5.9,43,39,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.251/21,Germany,False,2,SPAA,2x MG 151 (15mm),15,Tech Tree,False,False,3.3,3.3,3.3,1037,825,1288,70,70,110,130,130,130,13,10,57,53,12,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marder III H,Germany,True,2,Tank destroyer,PaK40/3 L46 (75mm),75,Tech Tree,False,False,3,3,3,434,491,597,30,50,60,112,112,112,7.6,5.9,49,45,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
StuH 42 G,Germany,True,2,Tank destroyer,StuH42 (105mm),105,Tech Tree,False,False,3,3,3,545,645,756,40,60,70,118,118,118,13,10,44,41,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
StuG III F,Germany,True,2,Tank destroyer,75mm StuK40 L43 cannon,75,Tech Tree,False,False,3.3,3.3,3.3,703,837,1017,50,80,100,124,124,124,7.6,5.9,44,41,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
StuG III G,Germany,False,2,Tank destroyer,75mm StuK40 L48 cannon,75,Tech Tree,False,False,4.3,4,4,863,983,1267,60,90,120,130,130,130,7.6,5.9,44,41,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15 cm Pz.W.42,Germany,False,2,Tank destroyer,150mm Wgr.41 Spr rocket,150,GE,True,False,2.3,2.3,2.3,851,1286,1177,180,300,340,296,296,296,23.4,18,51,47,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III J1 TD,Germany,False,2,Medium,KwK39 (50mm),50,Gift,False,False,2.7,2.7,2.7,390,430,517,30,40,40,112,112,112,4.8,3.7,60,54,12,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.III N,Germany,False,2,Medium,KwK37 (75mm),75,GE,True,False,3,3,3,745,574,1071,100,140,160,248,248,248,4.3,3.3,60,54,12,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pz.Sfl.Ic,Germany,False,2,Light,PaK38 (50mm),50,Gift,True,False,2.3,2.3,2.3,645,999,2065,100,140,180,248,248,248,7.6,5.9,62,56,12,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.251/22,Germany,False,2,Tank destroyer,PaK40/3 L46 (75mm),75,Gift,True,False,3,3,3,474,537,599,100,160,200,248,248,248,7.6,5.9,57,53,12,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sd.Kfz.234/2 TD,Germany,False,2,Light,KwK39 (50mm),50,Gift,False,False,2.7,3.3,3.3,318,375,445,30,30,40,112,112,112,4.8,3.7,100,90,100,90,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Sturer Emil,Germany,True,3,Tank destroyer,K.40 (128mm),128,Tech Tree,False,False,4.3,4.3,4.3,1029,1213,1580,70,100,140,136,136,136,19.4,14.9,28,26,6,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8,8 cm Flak 37 Sfl.,Germany,True,3,Tank destroyer,Flak.37 (88mm),88,Tech Tree,False,False,4.7,4,3.7,1234,1389,1672,80,120,150,142,142,142,6.5,5,44,40,11,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nashorn,Germany,True,3,Tank destroyer,88mm PaK43 cannon,88,Tech Tree,False,False,5.3,5.3,5.3,1443,1692,2364,90,140,170,148,148,148,8.7,6.7,44,40,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Waffentrager,Germany,True,3,Tank destroyer,88mm PaK43 cannon,88,Tech Tree,False,False,5.7,5.7,5.7,1814,2135,2951,100,150,190,154,154,154,11.1,8.5,38,35,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiger H1,Germany,False,3,Heavy,KwK36 (88mm),88,Tech Tree,False,False,5.7,5.7,5.7,1506,1635,2265,80,130,140,148,148,148,9.6,7.4,48,45,9,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Tiger E,Germany,False,3,Heavy,KwK36 (88mm),88,Tech Tree,False,False,6,6,6,1948,2094,2866,90,140,160,154,154,154,9.6,7.4,48,45,9,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
VK 3002 (M),Germany,False,3,Medium,KwK42 (75mm),75,Tech Tree,False,False,5,5,5,1054,1239,1570,70,110,120,142,142,142,9.6,7.4,62,55,5,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Panther D,Germany,False,3,Medium,KwK42 (75mm),75,Tech Tree,False,False,5.7,5.3,5.3,1117,1299,1665,80,120,140,148,148,148,9.6,7.4,62,55,5,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Wirbelwind,Germany,False,3,SPAA,4x 20mm FlaK38 cannon,20,Tech Tree,False,False,4.7,3.7,3.7,1276,983,1475,70,90,130,136,136,136,3.9,3,43,39,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ostwind,Germany,False,3,SPAA,37mm FlaK43 cannon,37,Tech Tree,False,False,4.7,3.7,3.7,1493,1118,1689,80,100,150,142,142,142,0.3,0.2,43,39,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jagdpanzer IV,Germany,True,3,Tank destroyer,PaK39 L48 (75mm),75,Tech Tree,False,False,4.7,4.3,4.3,958,1102,1436,70,100,140,136,136,136,7.6,5.9,44,40,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Jagdpanzer 38(t),Germany,True,3,Tank destroyer,75mm PaK39 L48 cannon,75,Tech Tree,False,False,4.7,4.3,4.3,1258,1462,1903,80,120,150,142,142,142,7.6,5.9,46,43,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Panzer IV/70(V),Germany,False,3,Tank destroyer,PaK42 (75mm),75,Tech Tree,False,False,5.3,5.7,5.7,1267,1485,2076,90,140,170,148,148,148,9.6,7.4,38,35,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
KW II 754 (r) (Germany),Germany,False,3,Heavy,M-10T (152mm),152,GE,True,False,3.7,3.7,3.7,1283,1352,1809,220,300,320,308,308,308,43.3,33.3,37,35,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.Bef.Wg.IV J,Germany,False,3,Medium,75mm KwK40 L48 cannon,75,GE,True,False,4,3.7,3.7,1074,1709,2135,160,280,320,308,308,308,7.6,5.9,43,39,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.Kpfw. Churchill (Germany),Germany,False,3,Heavy,6pdr OQF Mk.V (57mm),57,GE,True,False,4,4,4.3,1303,1330,1894,200,280,300,308,308,308,5.2,4,30,28,3,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T 34 747 (r) (Germany),Germany,False,3,Medium,F-34 (76mm),76,GE,True,False,4.3,4.3,4.3,672,878,1050,140,200,260,284,284,284,8.4,6.5,55,49,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brummbar,Germany,False,3,Tank destroyer,Stu.H 43 L/12 (150mm),150,GE,True,False,4.7,4.3,4.3,1461,1695,2190,220,320,420,320,320,320,22.4,17.2,44,40,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Panzer IV/70(A),Germany,False,3,Tank destroyer,PaK42 (75mm),75,Gift,True,False,4.3,4.3,4.3,1455,1695,2190,220,320,420,320,320,320,9.6,7.4,44,40,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
KW I C 756 (r) (Germany),Germany,False,3,Heavy,75mm KwK40 L48 cannon,75,GE,True,False,5,5,5,1616,1777,2437,200,300,340,320,320,320,7.6,5.9,37,35,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4 748 (a) (Germany),Germany,False,3,Medium,M3 (75mm),75,Gift,True,False,4,4,4,684,884,1067,140,200,240,284,284,284,6.5,5,53,48,7,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
KV-IB (Germany),Germany,False,3,Heavy,F-32 (76mm),76,Market,True,False,4.3,4,4.3,953,1127,1508,160,260,260,296,296,296,8.1,6.3,37,35,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
